OLUR_00005389 	 Q9JLI7
OLUR_00022685 	 Q0E908
OLUR_00024229 	 Q90694
OLUR_00017018 	 O60290
OLUR_00020160 	 O75197
OLUR_00008425 	 P58682
OLUR_00020900 	 Q8KQN8
OLUR_00017802 	 H2A0L1
OLUR_00010532 	 Q8C4U2
OLUR_00002040 	 Q91677
OLUR_00002041 	 P56592
OLUR_00006208 	 Q9WV48
OLUR_00002095 	 R9UTQ8
OLUR_00002188 	 Q9Y225
OLUR_00002189 	 Q9UJU6
OLUR_00004331 	 Q06805
OLUR_00001754 	 Q80VI1
OLUR_00011449 	 P62868
OLUR_00018081 	 P30568
OLUR_00015884 	 Q8IV01
OLUR_00017506 	 O88450
OLUR_00004754 	 Q8SWR3
OLUR_00016062 	 Q6DIB5
OLUR_00007495 	 Q9Y5X5
OLUR_00009980 	 Q4R381
OLUR_00007359 	 Q9XWD6
OLUR_00003756 	 P48972
OLUR_00018527 	 Q9MYM7
OLUR_00009228 	 Q9HC56
OLUR_00002024 	 A2AX52
OLUR_00020251 	 Q8QG60
OLUR_00002671 	 Q27403
OLUR_00015258 	 Q502M6
OLUR_00014707 	 P70168
OLUR_00002048 	 P91778
OLUR_00002046 	 P91778
OLUR_00002047 	 Q9MYM7
OLUR_00000252 	 Q9BZE3
OLUR_00000253 	 Q9BZE3
OLUR_00008168 	 Q8TCU5
OLUR_00011888 	 P48444
OLUR_00022215 	 Q92113
OLUR_00019369 	 Q9NW75
OLUR_00004607 	 Q8HXQ5
OLUR_00009438 	 P26256
OLUR_00006869 	 Q6P6J9
OLUR_00006870 	 Q69Z89
OLUR_00020626 	 Q9WTS8
OLUR_00005062 	 P59222
OLUR_00022637 	 Q06551
OLUR_00012107 	 Q9VCA2
OLUR_00003306 	 P30837
OLUR_00012127 	 Q05961
OLUR_00016559 	 Q8WXK3
OLUR_00023665 	 Q3YAW7
OLUR_00002663 	 Q9UBE8
OLUR_00009999 	 P34269
OLUR_00014003 	 Q4R502
OLUR_00023604 	 Q9UNW1
OLUR_00014552 	 Q95ZS2
OLUR_00015976 	 Q9VEG6
OLUR_00008468 	 Q8IX29
OLUR_00015244 	 P55859
OLUR_00023504 	 Q03601
OLUR_00011243 	 P13984
OLUR_00019556 	 Q5GRG2
OLUR_00007561 	 Q03111
OLUR_00013263 	 Q9JMH9
OLUR_00013264 	 P12391
OLUR_00001806 	 A0A1B0GTI8
OLUR_00024371 	 Q5M9G0
OLUR_00013622 	 Q9W6X3
OLUR_00007781 	 Q9PTS8
OLUR_00013826 	 Q8N2E2
OLUR_00013284 	 Q9R1K5
OLUR_00014486 	 P86854
OLUR_00007795 	 Q8N695
OLUR_00001293 	 Q8VCC1
OLUR_00000887 	 Q08999
OLUR_00000888 	 O55230
OLUR_00009744 	 Q1ZZH1
OLUR_00009746 	 Q2VPL9
OLUR_00007803 	 P35543
OLUR_00014243 	 Q9D0U6
OLUR_00002656 	 Q0IHV1
OLUR_00014823 	 Q54KD0
OLUR_00020792 	 Q8N6F8
OLUR_00022136 	 Q00285
OLUR_00020131 	 Q9H5L6
OLUR_00021164 	 Q24157
OLUR_00014409 	 P16157
OLUR_00007446 	 Q5EB97
OLUR_00003388 	 P42678
OLUR_00022128 	 A0JM12
OLUR_00004104 	 Q17938
OLUR_00018145 	 Q9DAN6
OLUR_00010720 	 P48733
OLUR_00010778 	 Q03567
OLUR_00002173 	 Q4R6I5
OLUR_00002172 	 Q4R7L3
OLUR_00000194 	 Q05688
OLUR_00000195 	 O02466
OLUR_00019410 	 P43119
OLUR_00005061 	 A0JPI9
OLUR_00023439 	 O43286
OLUR_00023511 	 Q92753
OLUR_00000277 	 P79702
OLUR_00011192 	 Q9GZT9
OLUR_00020200 	 Q68CR1
OLUR_00023568 	 A6NFD8
OLUR_00001223 	 P86854
OLUR_00001836 	 P16305
OLUR_00001837 	 P58743
OLUR_00014278 	 Q2KNE5
OLUR_00008477 	 Q6PDJ1
OLUR_00007550 	 A7YW98
OLUR_00007551 	 Q5ZM11
OLUR_00013333 	 Q5VV67
OLUR_00017060 	 Q9CWG1
OLUR_00017717 	 Q13591
OLUR_00014137 	 P46023
OLUR_00024295 	 Q9CPY0
OLUR_00000585 	 Q8IXR9
OLUR_00021693 	 Q9Y6R7
OLUR_00024435 	 Q5RBW0
OLUR_00015061 	 Q9CZD3
OLUR_00019104 	 O88281
OLUR_00018899 	 Q7RTX9
OLUR_00008527 	 P35492
OLUR_00020853 	 P18173
OLUR_00017496 	 O14494
OLUR_00010756 	 Q2KIP6
OLUR_00010672 	 O42329
OLUR_00011310 	 Q3SZH6
OLUR_00023364 	 Q8BZM1
OLUR_00002282 	 Q659A1
OLUR_00002281 	 Q3TTL0
OLUR_00006723 	 A0JP85
OLUR_00004361 	 P18910
OLUR_00011896 	 Q4ZJM9
OLUR_00007599 	 Q09128
OLUR_00005880 	 Q9ULF5
OLUR_00005881 	 Q6P5F6
OLUR_00004856 	 Q8C811
OLUR_00004858 	 E7FAM5
OLUR_00022044 	 Q98892
OLUR_00004158 	 Q17R00
OLUR_00020412 	 D3YXG0
OLUR_00015804 	 Q9BE01
OLUR_00009802 	 Q5ZLL7
OLUR_00013455 	 Q5I2E5
OLUR_00007592 	 Q8HZK2
OLUR_00007593 	 Q8HZK2
OLUR_00014892 	 O01393
OLUR_00000346 	 Q6DIY8
OLUR_00000344 	 D3ZD32
OLUR_00019663 	 Q5UPX0
OLUR_00001576 	 Q60870
OLUR_00001574 	 Q9VWH4
OLUR_00001575 	 Q61532
OLUR_00023670 	 Q8J0I9
OLUR_00004357 	 Q8C522
OLUR_00004358 	 Q64464
OLUR_00018264 	 Q9NUV9
OLUR_00014655 	 Q865K9
OLUR_00012259 	 Q7SYH5
OLUR_00021211 	 Q0D4Z6
OLUR_00024121 	 P22770
OLUR_00024120 	 P13536
OLUR_00005405 	 Q9ET66
OLUR_00016721 	 Q8N0N3
OLUR_00008928 	 Q02338
OLUR_00007231 	 Q4R3Y4
OLUR_00001713 	 P35408
OLUR_00001711 	 P35408
OLUR_00000990 	 Q3T1H6
OLUR_00000989 	 Q8N465
OLUR_00018454 	 Q5K4L6
OLUR_00008120 	 A4D2P6
OLUR_00020245 	 Q90XB3
OLUR_00001890 	 Q8K3P0
OLUR_00001891 	 Q3T001
OLUR_00001981 	 Q29476
OLUR_00001980 	 O46640
OLUR_00001982 	 Q5G872
OLUR_00012381 	 Q460N3
OLUR_00009890 	 Q8JH64
OLUR_00006131 	 P98158
OLUR_00020638 	 Q8NCN5
OLUR_00007432 	 P91253
OLUR_00001850 	 P25439
OLUR_00001851 	 Q5RBY6
OLUR_00011447 	 P02637
OLUR_00007374 	 Q96TW9
OLUR_00016083 	 Q16280
OLUR_00013898 	 P97363
OLUR_00014963 	 E9PVX6
OLUR_00009777 	 P06276
OLUR_00009775 	 P04058
OLUR_00004166 	 Q7T1N4
OLUR_00004165 	 P78348
OLUR_00004164 	 Q62962
OLUR_00013226 	 B3EWZ6
OLUR_00013227 	 P04815
OLUR_00009017 	 O43603
OLUR_00004258 	 Q9Y2L5
OLUR_00000432 	 Q8WXX0
OLUR_00000433 	 Q8WXX0
OLUR_00020268 	 Q13489
OLUR_00023823 	 Q9M2U3
OLUR_00015963 	 O43614
OLUR_00009774 	 Q6P158
OLUR_00003982 	 P07190
OLUR_00024106 	 Q80T91
OLUR_00017189 	 Q7Z7A1
OLUR_00023834 	 Q8BYI9
OLUR_00006007 	 Q7T312
OLUR_00011818 	 Q0DZP5
OLUR_00004410 	 P28685
OLUR_00022628 	 Q7Z408
OLUR_00012404 	 P83425
OLUR_00019991 	 Q2GZN9
OLUR_00009951 	 Q9D733
OLUR_00004926 	 B7ZSK1
OLUR_00013286 	 Q9VMU8
OLUR_00015518 	 Q6PGL7
OLUR_00012390 	 B9A8D7
OLUR_00019425 	 Q9LMN7
OLUR_00023732 	 Q8NBK3
OLUR_00002319 	 Q5ZJX4
OLUR_00009025 	 Q27218
OLUR_00013206 	 O42641
OLUR_00013476 	 Q60715
OLUR_00021283 	 F7J220
OLUR_00019879 	 Q86Z23
OLUR_00006858 	 Q9UJA9
OLUR_00007821 	 Q8MVR1
OLUR_00020141 	 Q6TFL4
OLUR_00013982 	 Q5RBU8
OLUR_00013048 	 Q8N2E2
OLUR_00019027 	 Q2TBL4
OLUR_00002784 	 Q6DJ83
OLUR_00011133 	 Q5XGG5
OLUR_00013025 	 P45961
OLUR_00008190 	 A2AX52
OLUR_00021396 	 P12394
OLUR_00012279 	 Q9I7U4
OLUR_00024237 	 Q53G44
OLUR_00003645 	 Q9VJ79
OLUR_00003646 	 Q5R9L3
OLUR_00003136 	 Q69ZK9
OLUR_00007903 	 B9FAF3
OLUR_00022903 	 Q6AWX0
OLUR_00004675 	 A8XNX8
OLUR_00002891 	 O16025
OLUR_00002890 	 B3EWZ3
OLUR_00007358 	 Q14AW5
OLUR_00023632 	 Q9VC56
OLUR_00012334 	 Q2HJJ0
OLUR_00001392 	 Q91UZ4
OLUR_00002960 	 Q6DFC8
OLUR_00014406 	 E1BD59
OLUR_00014580 	 Q8C753
OLUR_00002500 	 P21783
OLUR_00021381 	 H2A0M7
OLUR_00000232 	 B3EWY9
OLUR_00005207 	 Q91437
OLUR_00008416 	 P34714
OLUR_00008417 	 O94362
OLUR_00021678 	 Q502M6
OLUR_00002928 	 Q05360
OLUR_00005302 	 P17972
OLUR_00013406 	 Q157S1
OLUR_00021763 	 Q9Z1N0
OLUR_00018213 	 Q5JXM2
OLUR_00006520 	 P02434
OLUR_00016638 	 Q69Z37
OLUR_00016636 	 Q5K651
OLUR_00007648 	 Q0E908
OLUR_00008530 	 E7F6F9
OLUR_00008531 	 Q54KH3
OLUR_00014102 	 Q9UGM3
OLUR_00016189 	 Q12068
OLUR_00005684 	 V5NAL9
OLUR_00011327 	 Q3S8M4
OLUR_00015810 	 P34748
OLUR_00017092 	 A6H791
OLUR_00017048 	 A4IGY6
OLUR_00019215 	 Q69Z37
OLUR_00019214 	 Q5K651
OLUR_00024301 	 P61917
OLUR_00002510 	 O54852
OLUR_00017583 	 P02718
OLUR_00016142 	 Q9FWW6
OLUR_00017836 	 P20357
OLUR_00004057 	 O15375
OLUR_00008374 	 Q5E9N4
OLUR_00008373 	 Q4R4A8
OLUR_00022206 	 Q9TU53
OLUR_00012318 	 A2BFC9
OLUR_00006479 	 A3KPQ7
OLUR_00007350 	 Q9UKP5
OLUR_00021518 	 Q8T5G8
OLUR_00015181 	 Q6PAL0
OLUR_00009570 	 P50238
OLUR_00006480 	 Q6DDL7
OLUR_00008958 	 O16374
OLUR_00000939 	 G5EEC2
OLUR_00000938 	 O60290
OLUR_00021200 	 P31695
OLUR_00021199 	 Q9QW30
OLUR_00019183 	 Q24524
OLUR_00016599 	 Q9CR78
OLUR_00016598 	 Q7L266
OLUR_00011365 	 P07439
OLUR_00000426 	 Q9BX70
OLUR_00000427 	 P00347
OLUR_00000428 	 Q568D2
OLUR_00006266 	 P31396
OLUR_00010587 	 Q5NVP9
OLUR_00007457 	 P79345
OLUR_00007459 	 O97763
OLUR_00005551 	 P06867
OLUR_00003924 	 Q9JLC8
OLUR_00008930 	 Q7SIC1
OLUR_00022356 	 Q9U221
OLUR_00009853 	 Q6R653
OLUR_00011666 	 Q8NE62
OLUR_00003089 	 P28698
OLUR_00020534 	 Q5VUM1
OLUR_00003433 	 Q9Z265
OLUR_00022817 	 Q96MM6
OLUR_00022697 	 P82596
OLUR_00022267 	 O66128
OLUR_00005792 	 Q5T3U5
OLUR_00005791 	 Q5EB73
OLUR_00005695 	 Q01241
OLUR_00010685 	 P50901
OLUR_00020591 	 O35516
OLUR_00010290 	 Q5FQ97
OLUR_00013275 	 P05450
OLUR_00015360 	 P83298
OLUR_00003821 	 P83425
OLUR_00012612 	 A7MBD1
OLUR_00015356 	 Q4R7H0
OLUR_00020122 	 Q29497
OLUR_00020239 	 Q8IN35
OLUR_00010115 	 Q8TE60
OLUR_00003374 	 Q8TD57
OLUR_00015079 	 O01578
OLUR_00003690 	 Q6P1D5
OLUR_00018725 	 P05183
OLUR_00005737 	 Q55E58
OLUR_00008401 	 Q96KG7
OLUR_00009156 	 Q98TA4
OLUR_00009157 	 Q98TA4
OLUR_00014987 	 Q3UM18
OLUR_00014220 	 A7YWP4
OLUR_00020475 	 Q2KJC8
OLUR_00005486 	 Q23682
OLUR_00013319 	 Q711G3
OLUR_00004643 	 P20918
OLUR_00004095 	 O62809
OLUR_00012195 	 P20273
OLUR_00009435 	 A4IH68
OLUR_00014615 	 P10632
OLUR_00014616 	 P51589
OLUR_00001624 	 P00639
OLUR_00012853 	 P29183
OLUR_00011797 	 P70665
OLUR_00001870 	 Q504Q3
OLUR_00002491 	 Q9CXP4
OLUR_00023932 	 P34981
OLUR_00010155 	 B3EWZ6
OLUR_00007879 	 Q59H18
OLUR_00023048 	 Q9ULJ7
OLUR_00010818 	 P02599
OLUR_00005325 	 O15254
OLUR_00013984 	 Q7Z4G4
OLUR_00013626 	 Q02645
OLUR_00012350 	 Q9HCN3
OLUR_00012420 	 Q6AX44
OLUR_00018082 	 Q6IR41
OLUR_00012221 	 Q14162
OLUR_00020125 	 Q8T5G8
OLUR_00010606 	 P23232
OLUR_00019478 	 P0C755
OLUR_00019266 	 A4IF63
OLUR_00022611 	 Q92752
OLUR_00010829 	 Q924I2
OLUR_00020042 	 Q04721
OLUR_00016646 	 Q9UBV8
OLUR_00020653 	 Q99941
OLUR_00022939 	 Q90673
OLUR_00023030 	 O94275
OLUR_00020144 	 O35648
OLUR_00024447 	 Q14590
OLUR_00021568 	 Q5R7K6
OLUR_00020666 	 Q9NZC7
OLUR_00011548 	 Q80TY5
OLUR_00011869 	 Q641Z6
OLUR_00011701 	 Q8K078
OLUR_00011702 	 Q96BD0
OLUR_00012145 	 Q9BVM4
OLUR_00020174 	 Q6NY77
OLUR_00004757 	 Q3T0Y3
OLUR_00010461 	 Q5ZMP6
OLUR_00023883 	 Q9R044
OLUR_00010856 	 Q16602
OLUR_00009130 	 A0JMD4
OLUR_00016831 	 P17644
OLUR_00019642 	 P05090
OLUR_00024319 	 B2RX12
OLUR_00008231 	 A6QR56
OLUR_00008230 	 Q3T1L0
OLUR_00008521 	 Q63413
OLUR_00008522 	 Q5WR10
OLUR_00013862 	 Q03555
OLUR_00018056 	 O43572
OLUR_00019307 	 A8MV24
OLUR_00008661 	 Q8K1C7
OLUR_00000706 	 Q9NB04
OLUR_00010272 	 P23588
OLUR_00011908 	 Q059Y8
OLUR_00008607 	 Q15643
OLUR_00010019 	 Q8SWR3
OLUR_00012158 	 Q15389
OLUR_00024313 	 Q96KE9
OLUR_00023435 	 O83041
OLUR_00001210 	 A8E7I5
OLUR_00001209 	 Q5XIA2
OLUR_00001798 	 Q07001
OLUR_00001797 	 P54131
OLUR_00015640 	 Q64425
OLUR_00021909 	 Q9V5N8
OLUR_00012929 	 Q0P5A6
OLUR_00019679 	 O43301
OLUR_00002427 	 P55042
OLUR_00005514 	 Q6DJ83
OLUR_00023227 	 A6QLW8
OLUR_00011902 	 Q0WYX8
OLUR_00001160 	 P20693
OLUR_00017859 	 Q9Z2Z3
OLUR_00017858 	 Q9R0A0
OLUR_00017550 	 Q8SWR3
OLUR_00017551 	 Q9EQC0
OLUR_00009525 	 P42125
OLUR_00011304 	 O16098
OLUR_00018430 	 Q00420
OLUR_00010218 	 Q6V0K7
OLUR_00020000 	 Q0IP28
OLUR_00002187 	 Q9HAR2
OLUR_00010437 	 P29376
OLUR_00000488 	 B8NI03
OLUR_00000490 	 P10079
OLUR_00013601 	 Q8BV66
OLUR_00017797 	 P02552
OLUR_00022482 	 P75261
OLUR_00023974 	 P54246
OLUR_00017035 	 Q60520
OLUR_00020391 	 Q24372
OLUR_00008566 	 Q5KU26
OLUR_00014722 	 O73853
OLUR_00020250 	 P38040
OLUR_00016902 	 Q9I931
OLUR_00008734 	 Q7Z569
OLUR_00018824 	 Q6NT16
OLUR_00012643 	 A4IGH4
OLUR_00022770 	 Q5S007
OLUR_00002975 	 Q53G44
OLUR_00010647 	 P18503
OLUR_00000145 	 Q4R8T0
OLUR_00022822 	 P07898
OLUR_00006854 	 Q9NRA0
OLUR_00018625 	 P40983
OLUR_00006521 	 Q13422
OLUR_00012809 	 Q8BUM3
OLUR_00006526 	 Q04799
OLUR_00004130 	 Q20930
OLUR_00008001 	 Q8N442
OLUR_00008000 	 Q6NYX6
OLUR_00000330 	 P86860
OLUR_00013389 	 P35295
OLUR_00008647 	 Q0P5Y3
OLUR_00021115 	 B0JZG0
OLUR_00016951 	 Q9Y617
OLUR_00008760 	 P70665
OLUR_00013905 	 Q9Z0J4
OLUR_00013906 	 Q28C22
OLUR_00014360 	 Q9STG2
OLUR_00004640 	 Q6ZUK4
OLUR_00004641 	 Q5F3X4
OLUR_00021359 	 Q7TPD1
OLUR_00021017 	 P32138
OLUR_00005176 	 Q9UKP4
OLUR_00019056 	 Q4LBB9
OLUR_00015860 	 Q6UXC1
OLUR_00003130 	 Q8TEP8
OLUR_00011107 	 P08472
OLUR_00016518 	 O08961
OLUR_00012525 	 Q498F0
OLUR_00007930 	 Q24492
OLUR_00016223 	 A6NL82
OLUR_00016224 	 Q99848
OLUR_00006233 	 Q96AY4
OLUR_00017594 	 Q66L17
OLUR_00008690 	 P30638
OLUR_00024422 	 P86728
OLUR_00002689 	 Q86Z23
OLUR_00002688 	 P25067
OLUR_00003976 	 Q8BGQ6
OLUR_00013783 	 A8MPS7
OLUR_00003651 	 Q96AY4
OLUR_00012953 	 Q6TFL4
OLUR_00008466 	 Q4VBS4
OLUR_00008467 	 Q6UB28
OLUR_00020963 	 P18426
OLUR_00018917 	 Q4LDE5
OLUR_00014387 	 D4AUF4
OLUR_00002811 	 Q9H0K1
OLUR_00007751 	 P21941
OLUR_00000442 	 Q3USF0
OLUR_00014808 	 Q9NWS1
OLUR_00001489 	 Q8ISH7
OLUR_00020333 	 Q09139
OLUR_00001914 	 Q9R1R2
OLUR_00016800 	 P79955
OLUR_00012255 	 Q92113
OLUR_00021889 	 Q9NZJ4
OLUR_00012449 	 P0CB96
OLUR_00002824 	 A5PJI7
OLUR_00002823 	 A5PJI7
OLUR_00016974 	 Q29RU9
OLUR_00016975 	 P79371
OLUR_00008124 	 Q91770
OLUR_00011455 	 Q7Z412
OLUR_00020376 	 A1L258
OLUR_00015321 	 P41436
OLUR_00016284 	 Q99758
OLUR_00020166 	 Q04721
OLUR_00017895 	 Q8N2E2
OLUR_00001538 	 Q689Z5
OLUR_00022614 	 Q4ZJM9
OLUR_00001970 	 Q9Y2Q3
OLUR_00022373 	 P21158
OLUR_00018429 	 Q9CQS5
OLUR_00007996 	 Q6V0I7
OLUR_00013417 	 P48728
OLUR_00007017 	 B3RNE8
OLUR_00007016 	 P36915
OLUR_00007018 	 Q9QUK6
OLUR_00023135 	 P18426
OLUR_00005780 	 P26638
OLUR_00022869 	 P0DJ46
OLUR_00023745 	 O43866
OLUR_00018633 	 V5NAL9
OLUR_00009086 	 Q8T3X9
OLUR_00012169 	 Q5UPX0
OLUR_00018376 	 P70549
OLUR_00004450 	 Q6GQ73
OLUR_00011932 	 P18841
OLUR_00020663 	 Q6TEN1
OLUR_00023938 	 A0JNB1
OLUR_00010100 	 P68827
OLUR_00002286 	 Q9I9K7
OLUR_00015632 	 O95198
OLUR_00003362 	 Q9HC56
OLUR_00002459 	 O43704
OLUR_00019986 	 Q9EPZ6
OLUR_00011679 	 Q9Y289
OLUR_00000589 	 O57590
OLUR_00000590 	 P49796
OLUR_00000588 	 Q5M7G4
OLUR_00021504 	 G5E8K5
OLUR_00008023 	 Q3MHW6
OLUR_00008024 	 Q5BKS4
OLUR_00020648 	 G5EBQ8
OLUR_00015394 	 Q9SG02
OLUR_00017906 	 Q80V42
OLUR_00019076 	 P28562
OLUR_00017748 	 Q9VUL9
OLUR_00015529 	 F1Q514
OLUR_00009799 	 Q9NQ55
OLUR_00013764 	 P48416
OLUR_00023224 	 Q9C0G6
OLUR_00011323 	 Q07954
OLUR_00004874 	 P48025
OLUR_00010608 	 A0A1D5PJB7
OLUR_00010607 	 Q6VEU3
OLUR_00000506 	 Q9V4X2
OLUR_00000504 	 Q9DBU3
OLUR_00000505 	 A1E295
OLUR_00006423 	 Q8VCY6
OLUR_00005905 	 Q9IA76
OLUR_00012531 	 O18783
OLUR_00023185 	 Q559T8
OLUR_00012852 	 O35495
OLUR_00014866 	 O88563
OLUR_00003106 	 P61018
OLUR_00003105 	 P61018
OLUR_00019112 	 Q9XWB9
OLUR_00018268 	 Q6ZG77
OLUR_00015965 	 Q9Z2J0
OLUR_00019798 	 Q9ESN4
OLUR_00007305 	 P58355
OLUR_00000076 	 P57682
OLUR_00009456 	 O96102
OLUR_00019081 	 P81134
OLUR_00009561 	 Q5R7E5
OLUR_00008949 	 P70236
OLUR_00011698 	 Q53G44
OLUR_00010635 	 Q5RAL7
OLUR_00007722 	 Q9JIQ8
OLUR_00016389 	 C5J3R8
OLUR_00017454 	 P08953
OLUR_00009215 	 Q9Y289
OLUR_00024481 	 Q4PIF8
OLUR_00000544 	 Q3U3R4
OLUR_00000543 	 Q9PW71
OLUR_00020687 	 P24461
OLUR_00013437 	 Q2PZL6
OLUR_00022116 	 Q00546
OLUR_00008012 	 Q5R8Q5
OLUR_00008011 	 B9DNJ9
OLUR_00024143 	 P04757
OLUR_00007462 	 Q5IS76
OLUR_00001993 	 Q6JEL2
OLUR_00001992 	 B3EWZ5
OLUR_00006675 	 P46023
OLUR_00014388 	 P06797
OLUR_00010596 	 Q95R48
OLUR_00010595 	 Q9VCA2
OLUR_00011641 	 Q64270
OLUR_00023361 	 O74747
OLUR_00011684 	 Q96AY4
OLUR_00023991 	 Q6GNV7
OLUR_00009817 	 P07463
OLUR_00018878 	 Q8CI17
OLUR_00022999 	 P86854
OLUR_00012844 	 Q67LE6
OLUR_00018785 	 Q0DXS3
OLUR_00017949 	 Q8R5M3
OLUR_00001024 	 Q96S42
OLUR_00001025 	 Q5R8G5
OLUR_00022742 	 Q6UX07
OLUR_00019760 	 Q9BQP7
OLUR_00006948 	 Q8VE97
OLUR_00017261 	 Q98931
OLUR_00010975 	 Q9ULG3
OLUR_00017890 	 Q9DC26
OLUR_00020383 	 P0DM42
OLUR_00007178 	 P86982
OLUR_00003183 	 Q9DBV3
OLUR_00003184 	 A4QNC6
OLUR_00013535 	 Q9K623
OLUR_00004805 	 Q80TI0
OLUR_00011311 	 Q9N285
OLUR_00013276 	 Q64680
OLUR_00014026 	 Q01177
OLUR_00018192 	 Q6P8X1
OLUR_00013929 	 Q9JLB4
OLUR_00016212 	 Q9FWW3
OLUR_00020146 	 Q6QQT1
OLUR_00022319 	 Q5ND28
OLUR_00005636 	 Q5RCL7
OLUR_00014496 	 Q86WA9
OLUR_00020909 	 O88951
OLUR_00006588 	 Q9R0W9
OLUR_00005430 	 Q6GMK8
OLUR_00007531 	 O93388
OLUR_00020806 	 V5NAL9
OLUR_00001068 	 Q0IH87
OLUR_00024593 	 Q8N5Z5
OLUR_00005837 	 Q13332
OLUR_00013662 	 A3KPN8
OLUR_00001314 	 G5E8K5
OLUR_00016281 	 Q9BDB7
OLUR_00007181 	 P18293
OLUR_00010441 	 Q8R151
OLUR_00009967 	 Q924T7
OLUR_00003235 	 Q96P65
OLUR_00013531 	 P08574
OLUR_00005056 	 P51658
OLUR_00006485 	 P13944
OLUR_00001434 	 A4IF63
OLUR_00001435 	 Q0GNC1
OLUR_00015016 	 O08848
OLUR_00004670 	 Q07449
OLUR_00015893 	 Q9UN73
OLUR_00018222 	 Q9Y6R7
OLUR_00005628 	 Q99P55
OLUR_00014699 	 Q5ND28
OLUR_00012216 	 Q8BLQ7
OLUR_00018683 	 Q9C040
OLUR_00008379 	 Q9ESB5
OLUR_00013444 	 Q6DHU1
OLUR_00002528 	 P98158
OLUR_00015907 	 Q80UU2
OLUR_00006366 	 P30551
OLUR_00019337 	 D4B1Z7
OLUR_00021610 	 O88281
OLUR_00007801 	 P53772
OLUR_00024023 	 Q9NX08
OLUR_00020750 	 P21927
OLUR_00007797 	 Q14766
OLUR_00019706 	 Q9GP71
OLUR_00022749 	 P46023
OLUR_00011199 	 O88281
OLUR_00009737 	 P19835
OLUR_00009996 	 P14533
OLUR_00006714 	 Q29IL2
OLUR_00010740 	 Q64729
OLUR_00012422 	 Q4G017
OLUR_00022309 	 Q06A37
OLUR_00003647 	 Q501J7
OLUR_00003648 	 Q8VCD7
OLUR_00013967 	 Q5RFP0
OLUR_00014571 	 O54692
OLUR_00016225 	 Q91XT5
OLUR_00014205 	 P17139
OLUR_00010630 	 Q5T4T1
OLUR_00008714 	 Q03427
OLUR_00015459 	 Q6AX80
OLUR_00015458 	 Q5TCS8
OLUR_00011273 	 Q62059
OLUR_00002365 	 Q9JK25
OLUR_00009603 	 Q69YU3
OLUR_00009604 	 Q9V5N8
OLUR_00023917 	 Q3B8D7
OLUR_00008820 	 Q9VAI1
OLUR_00008821 	 Q9VAI0
OLUR_00018692 	 Q8VIJ5
OLUR_00015392 	 Q54468
OLUR_00021262 	 Q9W6V5
OLUR_00011382 	 Q8K0U4
OLUR_00014223 	 Q0V9W6
OLUR_00019354 	 V5NAL9
OLUR_00008715 	 Q91YE6
OLUR_00020335 	 D2GXS7
OLUR_00020334 	 Q13263
OLUR_00016741 	 Q9ULR0
OLUR_00018870 	 Q6DRC3
OLUR_00022810 	 Q8K0U4
OLUR_00020550 	 P53440
OLUR_00005942 	 A2VE54
OLUR_00024250 	 O35678
OLUR_00008003 	 Q92968
OLUR_00021524 	 Q15750
OLUR_00019660 	 O55040
OLUR_00003927 	 Q0GNC1
OLUR_00003928 	 Q0IHV1
OLUR_00012632 	 Q3ZBY7
OLUR_00012187 	 Q17902
OLUR_00010651 	 Q9JKQ2
OLUR_00002423 	 Q8MIQ9
OLUR_00002422 	 B1AVD1
OLUR_00001763 	 P51842
OLUR_00009867 	 Q5RCU5
OLUR_00018731 	 Q82WE9
OLUR_00021690 	 A0JM12
OLUR_00017683 	 A2AX52
OLUR_00011016 	 Q8N695
OLUR_00009183 	 Q8VEM1
OLUR_00020915 	 Q9D0G0
OLUR_00023774 	 Q8IZJ3
OLUR_00004510 	 Q91YX5
OLUR_00020594 	 Q1ZY03
OLUR_00012742 	 E9Q555
OLUR_00023751 	 Q5TZE1
OLUR_00000189 	 Q13002
OLUR_00000190 	 P42264
OLUR_00003985 	 Q28727
OLUR_00009126 	 Q5JVL4
OLUR_00009127 	 Q810W9
OLUR_00005730 	 P22105
OLUR_00022771 	 G5E8K5
OLUR_00019959 	 Q5TKA1
OLUR_00007216 	 Q8BMG8
OLUR_00017103 	 Q9NZ94
OLUR_00019792 	 A2AV25
OLUR_00011242 	 A8WG43
OLUR_00011528 	 Q8K370
OLUR_00021980 	 Q9Y5X5
OLUR_00020304 	 Q9BXF9
OLUR_00008745 	 Q9VE46
OLUR_00009003 	 Q58588
OLUR_00021165 	 Q4ZJM9
OLUR_00001133 	 H2A0M5
OLUR_00018478 	 Q00780
OLUR_00003683 	 P46825
OLUR_00018470 	 Q8VHI8
OLUR_00022139 	 Q8C042
OLUR_00015470 	 Q9FWW3
OLUR_00011840 	 Q5F3L1
OLUR_00019529 	 O60931
OLUR_00023603 	 P18262
OLUR_00001944 	 Q6NZQ2
OLUR_00018053 	 Q2KI79
OLUR_00008873 	 Q8NFZ3
OLUR_00019498 	 H2A0M7
OLUR_00015215 	 Q9JLC8
OLUR_00002280 	 Q9UPW6
OLUR_00014315 	 Q5NVC7
OLUR_00017938 	 Q96MM6
OLUR_00008232 	 Q04799
OLUR_00024164 	 P28028
OLUR_00021246 	 Q03350
OLUR_00018340 	 Q5M8C6
